EUR-USD	14:00:20.824	1.29385
EUR-JPY	14:00:21.060	122.504
USD-JPY	14:00:21.101	94.681
EUR-USD	14:00:21.370	1.29386
EUR-JPY	14:00:21.421	122.51
USD-JPY	14:00:21.461	94.686
EUR-JPY	14:00:21.599	122.51
USD-JPY	14:00:21.641	94.684
EUR-JPY	14:00:21.720	122.512
EUR-USD	14:00:21.730	1.29389
EUR-USD	14:00:21.790	1.29389
EUR-JPY	14:00:21.906	122.511
USD-JPY	14:00:21.941	94.682
EUR-JPY	14:00:22.032	122.512
EUR-USD	14:00:22.114	1.29395
USD-JPY	14:00:22.124	94.68
EUR-JPY	14:00:22.220	122.513
EUR-USD	14:00:22.240	1.29397
EUR-JPY	14:00:22.940	122.512
USD-JPY	14:00:23.015	94.673
EUR-JPY	14:00:23.027	122.505
EUR-USD	14:00:23.189	1.29397
EUR-JPY	14:00:23.389	122.505
USD-JPY	14:00:23.440	94.674
EUR-JPY	14:00:23.799	122.504
USD-JPY	14:00:24.044	94.674
EUR-JPY	14:00:24.101	122.504
EUR-JPY	14:00:24.219	122.506
EUR-JPY	14:00:24.339	122.508
USD-JPY	14:00:24.351	94.675
EUR-JPY	14:00:24.462	122.509
USD-JPY	14:00:24.531	94.676
EUR-JPY	14:00:24.709	122.51
EUR-USD	14:00:24.770	1.29398
EUR-JPY	14:00:24.949	122.513
USD-JPY	14:00:24.950	94.679
EUR-USD	14:00:25.310	1.29397
EUR-JPY	14:00:25.311	122.513
EUR-JPY	14:00:25.371	122.515
USD-JPY	14:00:25.522	94.679
EUR-USD	14:00:25.862	1.29398
EUR-JPY	14:00:25.970	122.515
EUR-USD	14:00:25.981	1.29399
USD-JPY	14:00:26.059	94.68
EUR-JPY	14:00:26.091	122.516
EUR-JPY	14:00:26.150	122.518
EUR-JPY	14:00:26.210	122.52
EUR-JPY	14:00:26.330	122.517
USD-JPY	14:00:26.479	94.681
EUR-JPY	14:00:26.509	122.516
EUR-USD	14:00:26.520	1.29399
USD-JPY	14:00:26.540	94.681
EUR-USD	14:00:26.822	1.29399
EUR-JPY	14:00:26.869	122.518
EUR-USD	14:00:26.880	1.29399
EUR-JPY	14:00:26.993	122.518
EUR-JPY	14:00:27.062	122.518
USD-JPY	14:00:27.080	94.68
EUR-USD	14:00:27.123	1.29398
EUR-JPY	14:00:27.181	122.521
EUR-USD	14:00:27.310	1.29404
EUR-JPY	14:00:27.360	122.524
EUR-USD	14:00:27.550	1.29405
USD-JPY	14:00:27.560	94.68
EUR-JPY	14:00:27.721	122.519
EUR-JPY	14:00:27.841	122.516
EUR-USD	14:00:27.858	1.29407
USD-JPY	14:00:27.863	94.673
EUR-JPY	14:00:27.902	122.51
USD-JPY	14:00:27.931	94.673
EUR-USD	14:00:27.980	1.29403
USD-JPY	14:00:28.052	94.673
EUR-JPY	14:00:28.150	122.51
EUR-USD	14:00:28.162	1.29401
EUR-USD	14:00:28.232	1.29402
EUR-JPY	14:00:28.271	122.513
EUR-USD	14:00:28.302	1.29404
EUR-JPY	14:00:28.331	122.516
EUR-USD	14:00:28.373	1.29405
USD-JPY	14:00:28.411	94.678
EUR-USD	14:00:28.500	1.29406
USD-JPY	14:00:28.543	94.679
USD-JPY	14:00:28.612	94.679
EUR-JPY	14:00:28.630	122.52
USD-JPY	14:00:28.730	94.68
EUR-JPY	14:00:28.750	122.523
USD-JPY	14:00:28.850	94.68
EUR-JPY	14:00:28.990	122.522
USD-JPY	14:00:29.090	94.68
EUR-JPY	14:00:29.229	122.523
EUR-USD	14:00:29.399	1.29408
EUR-USD	14:00:29.459	1.29408
USD-JPY	14:00:29.689	94.681
EUR-JPY	14:00:29.799	122.524
USD-JPY	14:00:29.930	94.682
USD-JPY	14:00:30.049	94.682
EUR-JPY	14:00:30.149	122.527
EUR-JPY	14:00:30.570	122.524
USD-JPY	14:00:30.650	94.681
EUR-USD	14:00:30.840	1.29407
EUR-USD	14:00:30.960	1.29405
EUR-JPY	14:00:30.989	122.523
EUR-JPY	14:00:31.550	122.523
EUR-USD	14:00:31.559	1.29405
EUR-JPY	14:00:31.729	122.523
EUR-USD	14:00:31.740	1.29405
EUR-JPY	14:00:31.792	122.517
EUR-USD	14:00:31.934	1.29401
USD-JPY	14:00:31.941	94.681
EUR-JPY	14:00:31.969	122.517
EUR-USD	14:00:32.005	1.294
EUR-JPY	14:00:32.269	122.515
USD-JPY	14:00:32.280	94.68
EUR-USD	14:00:32.310	1.29397
USD-JPY	14:00:32.930	94.68
EUR-JPY	14:00:32.937	122.515
EUR-USD	14:00:32.963	1.29392
EUR-JPY	14:00:33.019	122.504
EUR-JPY	14:00:33.093	122.504
USD-JPY	14:00:33.251	94.679
EUR-USD	14:00:33.281	1.29389
EUR-JPY	14:00:33.339	122.504
EUR-JPY	14:00:33.459	122.504
USD-JPY	14:00:33.552	94.679
EUR-USD	14:00:33.639	1.29389
USD-JPY	14:00:33.680	94.68
EUR-JPY	14:00:33.818	122.506
EUR-JPY	14:00:34.178	122.506
USD-JPY	14:00:34.220	94.68
EUR-USD	14:00:34.409	1.2939
EUR-JPY	14:00:34.541	122.51
USD-JPY	14:00:34.583	94.681
EUR-USD	14:00:34.592	1.29393
EUR-USD	14:00:34.713	1.29395
EUR-JPY	14:00:34.779	122.513
EUR-JPY	14:00:34.840	122.515
EUR-JPY	14:00:35.081	122.513
USD-JPY	14:00:35.142	94.681
EUR-USD	14:00:35.260	1.29395
EUR-JPY	14:00:35.631	122.513
USD-JPY	14:00:35.679	94.681
EUR-USD	14:00:35.689	1.29396
EUR-USD	14:00:36.229	1.29398
EUR-USD	14:00:36.588	1.29398
EUR-JPY	14:00:36.648	122.513
EUR-JPY	14:00:36.709	122.514
EUR-USD	14:00:37.128	1.29399
EUR-USD	14:00:38.209	1.29399
EUR-JPY	14:00:38.209	122.516
USD-JPY	14:00:38.311	94.681
EUR-JPY	14:00:38.577	122.516
EUR-USD	14:00:38.750	1.29399
USD-JPY	14:00:39.193	94.678
EUR-JPY	14:00:39.279	122.515
EUR-USD	14:00:39.309	1.29399
EUR-JPY	14:00:39.340	122.515
USD-JPY	14:00:39.384	94.674
EUR-JPY	14:00:39.411	122.512
USD-JPY	14:00:39.512	94.674
EUR-JPY	14:00:39.529	122.508
USD-JPY	14:00:39.640	94.674
USD-JPY	14:00:39.701	94.674
EUR-USD	14:00:39.703	1.294
EUR-JPY	14:00:39.711	122.508
EUR-USD	14:00:39.830	1.29402
USD-JPY	14:00:39.940	94.673
EUR-JPY	14:00:39.949	122.508
USD-JPY	14:00:40.359	94.673
EUR-USD	14:00:40.369	1.29403
EUR-JPY	14:00:40.439	122.51
USD-JPY	14:00:40.480	94.674
EUR-JPY	14:00:40.499	122.51
EUR-JPY	14:00:40.679	122.51
EUR-USD	14:00:40.911	1.29403
USD-JPY	14:00:41.019	94.671
EUR-USD	14:00:41.030	1.29405
EUR-JPY	14:00:41.039	122.511
EUR-JPY	14:00:41.099	122.512
USD-JPY	14:00:41.139	94.671
EUR-JPY	14:00:41.220	122.512
EUR-USD	14:00:41.329	1.29407
EUR-JPY	14:00:41.346	122.517
USD-JPY	14:00:41.381	94.674
EUR-JPY	14:00:41.470	122.517
USD-JPY	14:00:41.500	94.676
EUR-USD	14:00:41.511	1.29404
EUR-JPY	14:00:41.589	122.515
EUR-USD	14:00:41.693	1.29403
USD-JPY	14:00:41.860	94.678
USD-JPY	14:00:41.921	94.678
EUR-JPY	14:00:41.955	122.514
EUR-USD	14:00:42.014	1.29401
EUR-JPY	14:00:42.022	122.516
EUR-JPY	14:00:42.082	122.514
EUR-USD	14:00:42.259	1.29399
USD-JPY	14:00:42.282	94.678
EUR-USD	14:00:42.320	1.29399
EUR-JPY	14:00:42.623	122.514
EUR-USD	14:00:42.879	1.294
EUR-JPY	14:00:43.421	122.514
USD-JPY	14:00:43.891	94.679
EUR-USD	14:00:43.919	1.29397
EUR-JPY	14:00:43.951	122.513
EUR-JPY	14:00:44.070	122.511
EUR-USD	14:00:44.693	1.29395
EUR-JPY	14:00:44.772	122.514
EUR-USD	14:00:44.790	1.29398
USD-JPY	14:00:44.791	94.679
EUR-JPY	14:00:45.079	122.515
EUR-USD	14:00:45.218	1.294
EUR-JPY	14:00:45.499	122.515
EUR-USD	14:00:45.519	1.29399
USD-JPY	14:00:45.529	94.679
EUR-USD	14:00:45.579	1.29399
EUR-USD	14:00:45.819	1.29398
EUR-USD	14:00:45.879	1.29399
EUR-JPY	14:00:46.049	122.515
EUR-USD	14:00:46.060	1.29397
USD-JPY	14:00:46.101	94.679
EUR-JPY	14:00:46.359	122.509
EUR-USD	14:00:46.370	1.29395
EUR-JPY	14:00:46.419	122.509
USD-JPY	14:00:46.521	94.676
EUR-JPY	14:00:46.539	122.507
EUR-JPY	14:00:46.659	122.509
EUR-JPY	14:00:46.780	122.509
EUR-USD	14:00:46.791	1.29395
EUR-JPY	14:00:46.899	122.511
EUR-JPY	14:00:46.963	122.512
EUR-JPY	14:00:47.030	122.512
USD-JPY	14:00:47.060	94.678
EUR-USD	14:00:47.092	1.294
USD-JPY	14:00:47.121	94.678
EUR-USD	14:00:47.161	1.29398
USD-JPY	14:00:47.421	94.677
EUR-JPY	14:00:47.569	122.515
EUR-JPY	14:00:47.629	122.515
EUR-USD	14:00:47.702	1.29398
USD-JPY	14:00:47.960	94.68
EUR-JPY	14:00:48.048	122.515
EUR-USD	14:00:48.206	1.29398
USD-JPY	14:00:48.524	94.68
EUR-USD	14:00:48.749	1.29398
EUR-JPY	14:00:49.351	122.516
EUR-USD	14:00:49.354	1.29398
EUR-JPY	14:00:49.410	122.516
EUR-USD	14:00:49.420	1.294
EUR-JPY	14:00:49.469	122.516
EUR-USD	14:00:49.481	1.294
EUR-USD	14:00:49.601	1.294
EUR-JPY	14:00:49.710	122.514
EUR-JPY	14:00:49.769	122.514
EUR-USD	14:00:49.780	1.29398
EUR-JPY	14:00:49.889	122.514
EUR-USD	14:00:49.900	1.29397
USD-JPY	14:00:49.921	94.68
EUR-USD	14:00:50.439	1.29397
EUR-JPY	14:00:50.512	122.513
USD-JPY	14:00:50.702	94.679
EUR-JPY	14:00:50.849	122.511
EUR-USD	14:00:50.979	1.29395
USD-JPY	14:00:51.250	94.677
EUR-JPY	14:00:51.390	122.51
USD-JPY	14:00:52.089	94.677
EUR-JPY	14:00:52.109	122.51
EUR-USD	14:00:52.110	1.29395
USD-JPY	14:00:52.740	94.677
USD-JPY	14:00:53.221	94.675
EUR-JPY	14:00:53.270	122.507
USD-JPY	14:00:53.281	94.675
EUR-JPY	14:00:53.329	122.504
USD-JPY	14:00:53.341	94.675
EUR-USD	14:00:53.369	1.29395
USD-JPY	14:00:53.400	94.673
USD-JPY	14:00:53.460	94.672
EUR-JPY	14:00:53.689	122.5
EUR-JPY	14:00:53.989	122.497
USD-JPY	14:00:54.060	94.671
EUR-JPY	14:00:54.110	122.496
EUR-JPY	14:00:54.170	122.495
EUR-USD	14:00:54.261	1.29392
EUR-JPY	14:00:54.350	122.493
USD-JPY	14:00:54.600	94.672
EUR-JPY	14:00:54.649	122.493
EUR-USD	14:00:54.999	1.29392
EUR-JPY	14:00:55.188	122.494
EUR-JPY	14:00:55.875	122.496
EUR-USD	14:00:55.881	1.29393
EUR-USD	14:00:56.311	1.29394
EUR-JPY	14:00:56.311	122.497
EUR-JPY	14:00:56.439	122.501
EUR-USD	14:00:56.612	1.29397
EUR-JPY	14:00:56.681	122.503
EUR-JPY	14:00:57.049	122.501
EUR-USD	14:00:57.169	1.29398
EUR-JPY	14:00:57.699	122.503
EUR-USD	14:00:57.709	1.29399
EUR-JPY	14:00:57.819	122.503
USD-JPY	14:00:57.881	94.67
EUR-USD	14:00:58.010	1.29398
EUR-JPY	14:00:58.369	122.505
EUR-USD	14:00:58.549	1.29397
USD-JPY	14:00:58.549	94.67
USD-JPY	14:00:58.852	94.67
USD-JPY	14:00:59.402	94.675
EUR-JPY	14:00:59.411	122.507
EUR-USD	14:00:59.490	1.294
EUR-JPY	14:00:59.530	122.511
EUR-JPY	14:00:59.590	122.513
USD-JPY	14:00:59.591	94.679
EUR-JPY	14:00:59.950	122.513
EUR-USD	14:00:59.972	1.294
EUR-JPY	14:01:00.009	122.516
USD-JPY	14:01:00.131	94.68
EUR-USD	14:01:00.221	1.294
EUR-JPY	14:01:00.310	122.521
EUR-USD	14:01:00.341	1.29405
EUR-JPY	14:01:00.370	122.52
USD-JPY	14:01:00.372	94.678
EUR-JPY	14:01:00.431	122.516
EUR-JPY	14:01:00.609	122.516
USD-JPY	14:01:00.620	94.675
USD-JPY	14:01:00.742	94.673
EUR-JPY	14:01:00.790	122.514
EUR-JPY	14:01:00.849	122.512
EUR-USD	14:01:00.880	1.29406
EUR-USD	14:01:01.005	1.29405
EUR-JPY	14:01:01.091	122.506
EUR-USD	14:01:01.132	1.29403
EUR-USD	14:01:01.261	1.29402
EUR-JPY	14:01:01.280	122.508
USD-JPY	14:01:01.280	94.671
EUR-JPY	14:01:01.461	122.508
EUR-USD	14:01:01.569	1.294
EUR-USD	14:01:02.071	1.294
USD-JPY	14:01:02.251	94.672
EUR-USD	14:01:02.790	1.294
EUR-JPY	14:01:02.899	122.507
EUR-USD	14:01:03.330	1.29401
EUR-JPY	14:01:03.409	122.507
EUR-JPY	14:01:03.926	122.507
USD-JPY	14:01:04.080	94.671
EUR-USD	14:01:04.939	1.294
EUR-JPY	14:01:04.970	122.507
EUR-JPY	14:01:05.211	122.507
EUR-USD	14:01:05.500	1.294
EUR-JPY	14:01:05.510	122.507
EUR-JPY	14:01:05.759	122.507
EUR-USD	14:01:06.039	1.294
EUR-JPY	14:01:06.179	122.51
EUR-USD	14:01:06.341	1.29404
USD-JPY	14:01:06.351	94.671
EUR-USD	14:01:06.464	1.29403
EUR-USD	14:01:06.534	1.29403
EUR-USD	14:01:06.604	1.29403
EUR-JPY	14:01:06.719	122.509
EUR-USD	14:01:06.731	1.294
EUR-JPY	14:01:06.779	122.508
USD-JPY	14:01:06.889	94.671
EUR-USD	14:01:07.739	1.294
EUR-JPY	14:01:07.748	122.506
EUR-USD	14:01:07.882	1.29394
EUR-JPY	14:01:07.895	122.502
EUR-USD	14:01:08.010	1.29393
EUR-USD	14:01:08.249	1.29393
USD-JPY	14:01:08.421	94.671
EUR-JPY	14:01:08.439	122.502
EUR-USD	14:01:08.790	1.29393
USD-JPY	14:01:08.930	94.672
EUR-USD	14:01:08.971	1.29392
EUR-JPY	14:01:08.979	122.5
EUR-JPY	14:01:09.040	122.5
EUR-JPY	14:01:09.100	122.501
EUR-USD	14:01:09.209	1.29395
EUR-JPY	14:01:09.221	122.502
EUR-JPY	14:01:09.579	122.504
EUR-USD	14:01:09.749	1.29395
EUR-JPY	14:01:10.469	122.503
EUR-JPY	14:01:10.979	122.503
EUR-USD	14:01:11.129	1.29396
EUR-JPY	14:01:11.159	122.504
EUR-JPY	14:01:11.220	122.505
EUR-USD	14:01:11.249	1.29397
EUR-USD	14:01:12.169	1.29399
EUR-USD	14:01:12.589	1.29397
EUR-JPY	14:01:12.699	122.505
EUR-JPY	14:01:12.760	122.505
EUR-USD	14:01:12.773	1.29394
EUR-USD	14:01:13.019	1.29393
EUR-JPY	14:01:13.299	122.499
EUR-USD	14:01:13.381	1.29394
EUR-JPY	14:01:13.540	122.504
EUR-USD	14:01:13.619	1.29396
EUR-USD	14:01:14.159	1.29397
USD-JPY	14:01:15.230	94.672
EUR-USD	14:01:19.752	1.29393
EUR-JPY	14:01:19.761	122.502
EUR-JPY	14:01:19.820	122.499
EUR-USD	14:01:19.881	1.29391
EUR-JPY	14:01:20.239	122.502
EUR-USD	14:01:20.240	1.29394
EUR-JPY	14:01:20.361	122.503
EUR-USD	14:01:20.362	1.29395
EUR-JPY	14:01:20.430	122.504
USD-JPY	14:01:20.691	94.669
EUR-USD	14:01:20.729	1.29394
EUR-JPY	14:01:20.789	122.496
EUR-USD	14:01:20.849	1.29393
EUR-JPY	14:01:20.850	122.496
EUR-JPY	14:01:20.910	122.494
USD-JPY	14:01:20.932	94.669
EUR-USD	14:01:20.970	1.29391
EUR-JPY	14:01:20.980	122.494
USD-JPY	14:01:21.064	94.669
EUR-JPY	14:01:21.100	122.495
EUR-JPY	14:01:21.219	122.496
EUR-JPY	14:01:21.340	122.498
EUR-JPY	14:01:21.401	122.499
EUR-USD	14:01:21.451	1.29394
USD-JPY	14:01:21.503	94.671
EUR-USD	14:01:21.633	1.29395
EUR-JPY	14:01:21.941	122.501
USD-JPY	14:01:22.049	94.671
EUR-USD	14:01:22.062	1.29393
EUR-USD	14:01:22.181	1.29393
EUR-JPY	14:01:22.240	122.499
USD-JPY	14:01:22.862	94.671
EUR-JPY	14:01:22.879	122.499
EUR-JPY	14:01:23.240	122.496
EUR-USD	14:01:23.268	1.29391
EUR-USD	14:01:23.329	1.2939
EUR-JPY	14:01:23.361	122.495
USD-JPY	14:01:23.401	94.667
USD-JPY	14:01:23.580	94.667
EUR-JPY	14:01:23.599	122.491
EUR-JPY	14:01:23.779	122.491
USD-JPY	14:01:23.821	94.669
EUR-USD	14:01:23.870	1.2939
EUR-JPY	14:01:24.080	122.492
USD-JPY	14:01:24.360	94.671
EUR-JPY	14:01:24.439	122.495
EUR-USD	14:01:24.469	1.29389
EUR-JPY	14:01:24.839	122.495
EUR-USD	14:01:24.890	1.2939
EUR-JPY	14:01:24.899	122.495
EUR-USD	14:01:25.073	1.2939
USD-JPY	14:01:25.090	94.671
EUR-JPY	14:01:25.139	122.496
USD-JPY	14:01:25.678	94.671
EUR-USD	14:01:25.700	1.29388
EUR-USD	14:01:26.243	1.29388
EUR-JPY	14:01:26.480	122.494
EUR-USD	14:01:26.799	1.29388
USD-JPY	14:01:26.830	94.671
EUR-USD	14:01:27.119	1.29388
EUR-USD	14:01:27.178	1.29388
EUR-JPY	14:01:27.779	122.495
EUR-USD	14:01:29.107	1.29389
EUR-JPY	14:01:29.165	122.498
USD-JPY	14:01:29.188	94.671
EUR-USD	14:01:29.193	1.2939
EUR-JPY	14:01:29.229	122.498
EUR-JPY	14:01:29.700	122.497
EUR-USD	14:01:29.739	1.29391
EUR-JPY	14:01:30.850	122.496
USD-JPY	14:01:31.082	94.671
EUR-JPY	14:01:31.090	122.497
USD-JPY	14:01:31.203	94.676
EUR-JPY	14:01:31.329	122.5
EUR-JPY	14:01:31.519	122.502
USD-JPY	14:01:31.521	94.676
EUR-JPY	14:01:31.580	122.502
EUR-JPY	14:01:31.819	122.503
EUR-USD	14:01:31.861	1.29389
EUR-JPY	14:01:31.880	122.502
USD-JPY	14:01:32.081	94.675
EUR-USD	14:01:32.100	1.29388
EUR-JPY	14:01:32.400	122.5
USD-JPY	14:01:32.569	94.676
EUR-JPY	14:01:32.759	122.497
USD-JPY	14:01:32.872	94.675
EUR-JPY	14:01:32.880	122.492
EUR-USD	14:01:32.990	1.29388
EUR-JPY	14:01:33.181	122.486
USD-JPY	14:01:33.290	94.672
EUR-USD	14:01:33.291	1.29379
EUR-JPY	14:01:33.719	122.486
EUR-USD	14:01:33.829	1.29379
USD-JPY	14:01:33.845	94.672
EUR-JPY	14:01:34.287	122.485
EUR-JPY	14:01:34.351	122.485
EUR-USD	14:01:34.370	1.29377
USD-JPY	14:01:34.450	94.672
EUR-JPY	14:01:34.470	122.483
EUR-JPY	14:01:34.652	122.481
EUR-USD	14:01:34.731	1.29375
USD-JPY	14:01:34.993	94.672
EUR-JPY	14:01:35.020	122.483
EUR-USD	14:01:35.032	1.29376
EUR-USD	14:01:35.279	1.29377
EUR-JPY	14:01:35.320	122.484
EUR-USD	14:01:35.823	1.29375
EUR-JPY	14:01:35.861	122.483
EUR-USD	14:01:35.950	1.29373
EUR-JPY	14:01:36.220	122.481
EUR-JPY	14:01:36.739	122.481
USD-JPY	14:01:36.931	94.671
EUR-USD	14:01:36.971	1.29377
EUR-USD	14:01:37.030	1.29378
EUR-JPY	14:01:37.060	122.484
EUR-JPY	14:01:37.180	122.486
EUR-USD	14:01:37.994	1.29376
EUR-JPY	14:01:38.057	122.483
USD-JPY	14:01:38.061	94.671
EUR-USD	14:01:38.075	1.29374
EUR-JPY	14:01:38.120	122.481
USD-JPY	14:01:38.571	94.671
EUR-USD	14:01:38.621	1.29373
EUR-JPY	14:01:38.679	122.479
EUR-JPY	14:01:39.191	122.479
USD-JPY	14:01:39.971	94.671
EUR-JPY	14:01:40.030	122.48
EUR-JPY	14:01:40.209	122.482
USD-JPY	14:01:40.390	94.672
EUR-JPY	14:01:40.451	122.481
EUR-USD	14:01:40.490	1.29373
EUR-USD	14:01:40.791	1.29366
EUR-JPY	14:01:40.813	122.473
USD-JPY	14:01:40.930	94.672
EUR-JPY	14:01:41.000	122.469
EUR-USD	14:01:41.104	1.29358
EUR-JPY	14:01:41.120	122.468
EUR-USD	14:01:41.170	1.29357
EUR-JPY	14:01:41.240	122.467
EUR-JPY	14:01:41.300	122.467
EUR-JPY	14:01:41.419	122.466
EUR-USD	14:01:41.477	1.29356
USD-JPY	14:01:41.615	94.673
EUR-JPY	14:01:41.839	122.464
EUR-USD	14:01:42.019	1.29357
EUR-JPY	14:01:42.141	122.464
USD-JPY	14:01:42.160	94.67
USD-JPY	14:01:42.700	94.672
EUR-JPY	14:01:42.707	122.467
EUR-JPY	14:01:42.770	122.467
EUR-USD	14:01:42.920	1.29358
EUR-JPY	14:01:42.975	122.467
EUR-USD	14:01:43.324	1.29358
EUR-USD	14:01:43.393	1.29358
EUR-JPY	14:01:43.499	122.468
EUR-USD	14:01:43.644	1.29359
EUR-USD	14:01:43.709	1.29359
EUR-JPY	14:01:43.859	122.469
EUR-USD	14:01:44.260	1.2936
EUR-USD	14:01:44.801	1.29361
USD-JPY	14:01:44.950	94.672
EUR-USD	14:01:45.109	1.29362
USD-JPY	14:01:45.452	94.672
EUR-JPY	14:01:45.500	122.471
EUR-USD	14:01:45.653	1.29363
EUR-JPY	14:01:46.710	122.471
EUR-USD	14:01:46.713	1.2936
EUR-JPY	14:01:46.781	122.469
EUR-USD	14:01:46.840	1.29361
EUR-JPY	14:01:47.226	122.472
EUR-USD	14:01:47.293	1.29364
EUR-JPY	14:01:47.351	122.476
EUR-USD	14:01:47.420	1.29365
USD-JPY	14:01:47.470	94.673
